,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedCode_value,element_contentReference_value,element_binding_valueSetUri_value
30,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.identifier.assigner.extension,Bundle.identifier.assigner.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
31,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.identifier.assigner.reference,Bundle.identifier.assigner.reference,"Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.",0,1,0..1,Reference.reference,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.",string,"['ele-1', 'ref-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,
32,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.identifier.assigner.identifier,Bundle.identifier.assigner.identifier,"Logical reference, when literal reference is not known","An identifier for the other resource. This is used when there is no way to reference the other resource directly, either because the entity is not available through a FHIR server, or because there is no way for the author of the resource to convert a known identifier to an actual location. There is no requirement that a Reference.identifier point to something that is actually exposed as a FHIR instance, but it SHALL point to a business concept that would be expected to be exposed as a FHIR instance, and that instance would need to be of a FHIR resource type allowed by the reference.",0,1,0..1,Reference.identifier,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.identifier']","When an identifier is provided in place of a reference, any system processing the reference will only be able to resolve the identifier to a reference if it understands the business context in which the identifier is used. Sometimes this is global (e.g. a national identifier) but often it is not. For this reason, none of the useful mechanisms described for working with references (e.g. chaining, includes) are possible, nor should servers be expected to be able resolve the reference. Servers may accept an identifier based reference untouched, resolve it, and/or reject it - see CapabilityStatement.rest.resource.referencePolicy.   When both an identifier and a literal reference are provided, the literal reference is preferred. Applications processing the resource are allowed - but not required - to check that the identifier matches the literal reference  Applications converting a logical reference to a literal reference may choose to leave the logical reference present, or remove it.",Identifier,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
33,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.identifier.assigner.display,Bundle.identifier.assigner.display,Text alternative for the resource,Plain text narrative that identifies the resource in addition to the resource reference.,0,1,0..1,Reference.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.",string,ele-1,true,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,
34,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.type,Bundle.type,document | message | transaction | transaction-response | batch | batch-response | history | searchset | collection,Indicates the purpose of this bundle - how it was intended to be used.,1,1,1..1,Bundle.type,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'w5']","['n/a', 'class']",It's possible to use a bundle for other purposes (e.g. a document can be accepted as a transaction). This is primarily defined so that there can be specific rules for some of the bundle types.,code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,BundleType,,required,Indicates the purpose of a bundle - how it was intended to be used.,http://hl7.org/fhir/ValueSet/bundle-type,,,,,,,,,,,,,,,searchset,,
35,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.total,Bundle.total,"If search, the total number of matches","If a set of search matches, this is the total number of matches for the search (as opposed to the number of results in this bundle).",0,0,0..0,Bundle.total,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"Only used if the bundle is a search result set. The total does not include resources such as OperationOutcome and included resources, only the total number of matching resources.",unsignedInt,"['ele-1', 'bdl-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,
36,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.link,Bundle.link,Links related to this Bundle,A series of links that provide context to this bundle.,0,0,0..0,Bundle.link,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
37,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.link.id,Bundle.link.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
38,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.link.extension,Bundle.link.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
39,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.link.modifierExtension,Bundle.link.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,
40,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.link.relation,Bundle.link.relation,See http://www.iana.org/assignments/link-relations/link-relations.xhtml#link-relations-1,A name which details the functional use for this link - see [http://www.iana.org/assignments/link-relations/link-relations.xhtml#link-relations-1](http://www.iana.org/assignments/link-relations/link-relations.xhtml#link-relations-1).,1,1,1..1,Bundle.link.relation,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
41,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.link.url,Bundle.link.url,Reference details for the link,The reference details for the link.,1,1,1..1,Bundle.link.url,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,see http://en.wikipedia.org/wiki/Uniform_resource_identifier,uri,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
42,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry,Bundle.entry,"Entry in the bundle - will have a resource, or information","An entry in a bundle resource - will either contain a resource, or information about a resource (transactions and history only).",0,*,0..*,Bundle.entry,0,*,"['ele-1', 'bdl-8', 'bdl-5']","['error', 'error', 'error']","['All FHIR elements must have a @value or children', 'fullUrl cannot be a version specific reference', ""must be a resource unless there's a request or response""]","['hasValue() | (children().count() > id.count())', ""fullUrl.contains('/_history/').not()"", 'resource.exists() or request.exists() or response.exists()']","['@value|f:*|h:div', ""not(exists(f:fullUrl[contains(string(@value), '/_history/')]))"", 'exists(f:resource) or exists(f:request) or exists(f:response)']",rim,n/a,,BackboneElement,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
43,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.id,Bundle.entry.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
44,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.extension,Bundle.entry.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
45,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.modifierExtension,Bundle.entry.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,
46,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.link,Bundle.entry.link,Links related to this entry,A series of links that provide context to this entry.,0,*,0..*,Bundle.entry.link,0,*,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,#Bundle.link,
47,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.fullUrl,Bundle.entry.fullUrl,"Absolute URL for resource (server address, or UUID/OID)",The Absolute URL for the resource.  The fullUrl SHALL not disagree with the id in the resource. The fullUrl is a version independent reference to the resource. The fullUrl element SHALL have a value except that:  * fullUrl can be empty on a POST (although it does not need to when specifying a temporary id for reference in the bundle) * Results from operations might involve resources that are not identified.,0,1,0..1,Bundle.entry.fullUrl,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"fullUrl may not be [unique in the context of a resource](bundle.html#bundle-unique). Note that since [FHIR resources do not need to be served through the FHIR API](references.html), the absolute URL may not end with the logical id of the resource (Resource.id), but if the fullUrl does look like a RESTful server URL (e.g. meets the [regex](references.html#regex), then it SHALL end with the Resource.id.",uri,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
48,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.resource,Bundle.entry.resource,A resource in the bundle,The Resources for the entry.,0,1,0..1,Bundle.entry.resource,0,1,,,,,,rim,"Entity. Role, or Act",,Resource,,true,,,,,,,,,,,,,,,,,,,,,,,,,
49,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.search,Bundle.entry.search,Search related information,Information about the search process that lead to the creation of this entry.,0,0,0..0,Bundle.entry.search,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,"['ele-1', 'bdl-2']",true,,,,,,,,,,,,,,,,,,,,,,,,,
50,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.search.id,Bundle.entry.search.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
51,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.search.extension,Bundle.entry.search.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
52,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.search.modifierExtension,Bundle.entry.search.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,
53,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.search.mode,Bundle.entry.search.mode,match | include | outcome - why this is in the result set,Why this entry is in the result set - whether it's included as a match or because of an _include requirement.,0,1,0..1,Bundle.entry.search.mode,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"There is only one mode. In some corner cases, a resource may be included because it is both a match and an include. In these circumstances, 'match' takes precedence.",code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,SearchEntryMode,,required,Why an entry is in the result set - whether it's included as a match or because of an _include requirement.,http://hl7.org/fhir/ValueSet/search-entry-mode,,,,,,,,,,,,,,,,,
54,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.search.score,Bundle.entry.search.score,Search ranking (between 0 and 1),"When searching, the server's search ranking score for the entry.",0,1,0..1,Bundle.entry.search.score,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"Servers are not required to return a ranking score. 1 is most relevant, and 0 is least relevant. Often, search results are sorted by score, but the client may specify a different sort order.",decimal,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
55,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request,Bundle.entry.request,Transaction Related Information,Additional information about how this entry should be processed as part of a transaction.,0,0,0..0,Bundle.entry.request,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,"['ele-1', 'bdl-3']",true,,,,,,,,,,,,,,,,,,,,,,,,,
56,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.id,Bundle.entry.request.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
57,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.extension,Bundle.entry.request.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
58,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.modifierExtension,Bundle.entry.request.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,
59,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.method,Bundle.entry.request.method,GET | POST | PUT | DELETE,"The HTTP verb for this entry in either a change history, or a transaction/ transaction response.",1,1,1..1,Bundle.entry.request.method,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,HTTPVerb,,required,HTTP verbs (in the HTTP command line).,http://hl7.org/fhir/ValueSet/http-verb,,,,,,,,,,,,,,,,,
60,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.url,Bundle.entry.request.url,URL for HTTP equivalent of this entry,"The URL for this entry, relative to the root (the address to which the request is posted).",1,1,1..1,Bundle.entry.request.url,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"E.g. for a Patient Create, the method would be ""POST"" and the URL would be ""Patient"". For a Patient Update, the method would be PUT, and the URL would be ""Patient/[id]"".",uri,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
61,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifNoneMatch,Bundle.entry.request.ifNoneMatch,For managing cache currency,"If the ETag values match, return a 304 Not Modified status. See the API documentation for [""Conditional Read""](http.html#cread).",0,1,0..1,Bundle.entry.request.ifNoneMatch,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
62,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifModifiedSince,Bundle.entry.request.ifModifiedSince,For managing update contention,"Only perform the operation if the last updated date matches. See the API documentation for [""Conditional Read""](http.html#cread).",0,1,0..1,Bundle.entry.request.ifModifiedSince,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,"Note: This is intended for precisely observed times, typically system logs etc., and not human-reported times - for them, see date and dateTime below. Time zone is always required",instant,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
63,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifMatch,Bundle.entry.request.ifMatch,For managing update contention,"Only perform the operation if the Etag value matches. For more information, see the API section [""Managing Resource Contention""](http.html#concurrency).",0,1,0..1,Bundle.entry.request.ifMatch,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
64,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.request.ifNoneExist,Bundle.entry.request.ifNoneExist,For conditional creates,"Instruct the server not to perform the create if a specified resource already exists. For further information, see the API documentation for [""Conditional Create""](http.html#ccreate). This is just the query portion of the URL - what follows the ""?"" (not including the ""?"").",0,1,0..1,Bundle.entry.request.ifNoneExist,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,
65,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response,Bundle.entry.response,Transaction Related Information,Additional information about how this entry should be processed as part of a transaction.,0,0,0..0,Bundle.entry.response,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,"['ele-1', 'bdl-4']",true,,,,,,,,,,,,,,,,,,,,,,,,,
66,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.id,Bundle.entry.response.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,
67,ARS|s_GPConnect-Searchset-Bundle-1,Bundle.entry.response.extension,Bundle.entry.response.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,
