,source,element_id,element_path_value,element_short_value,element_definition_value,element_alias_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_mustSupport_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_sliceName_value,element_type_profile_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedUri_value,element_defaultValueBoolean_value,element_orderMeaning_value,element_fixedCode_value,element_type_extension_url,element_type_extension_valueString_value,element_type_code_extension_url,element_type_code_extension_valueString_value,element_example_valueCode_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value,element_binding_valueSetUri_value,element_extension_valueString_value
75,ARS|s_CareConnect-GPC-Patient-1,Patient.identifier:nhsNumber.assigner.reference,Patient.identifier.assigner.reference,"Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.",,0,1,0..1,Reference.reference,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.",string,"['ele-1', 'ref-1']",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,ARS|s_CareConnect-GPC-Patient-1,Patient.identifier:nhsNumber.assigner.identifier,Patient.identifier.assigner.identifier,"Logical reference, when literal reference is not known","An identifier for the other resource. This is used when there is no way to reference the other resource directly, either because the entity is not available through a FHIR server, or because there is no way for the author of the resource to convert a known identifier to an actual location. There is no requirement that a Reference.identifier point to something that is actually exposed as a FHIR instance, but it SHALL point to a business concept that would be expected to be exposed as a FHIR instance, and that instance would need to be of a FHIR resource type allowed by the reference.",,0,1,0..1,Reference.identifier,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.identifier']","When an identifier is provided in place of a reference, any system processing the reference will only be able to resolve the identifier to a reference if it understands the business context in which the identifier is used. Sometimes this is global (e.g. a national identifier) but often it is not. For this reason, none of the useful mechanisms described for working with references (e.g. chaining, includes) are possible, nor should servers be expected to be able resolve the reference. Servers may accept an identifier based reference untouched, resolve it, and/or reject it - see CapabilityStatement.rest.resource.referencePolicy.   When both an identifier and a literal reference are provided, the literal reference is preferred. Applications processing the resource are allowed - but not required - to check that the identifier matches the literal reference  Applications converting a logical reference to a literal reference may choose to leave the logical reference present, or remove it.",Identifier,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ARS|s_CareConnect-GPC-Patient-1,Patient.identifier:nhsNumber.assigner.display,Patient.identifier.assigner.display,Text alternative for the resource,Plain text narrative that identifies the resource in addition to the resource reference.,,0,1,0..1,Reference.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.",string,ele-1,,true,,,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,,,,,,,
78,ARS|s_CareConnect-GPC-Patient-1,Patient.active,Patient.active,Whether this patient's record is in active use,Whether this patient record is in active use.,,0,1,0..1,Patient.active,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim', 'cda', 'w5']","['n/a', 'statusCode', 'n/a', 'status']","Default is true. If a record is inactive, and linked to an active record, then future patient/record updates should occur on the other patient  This element is labeled as a modifier because when the patient record is marked as not active it is not expected to be used/referenced without being changed back to active.",boolean,ele-1,,true,true,,,,,,,,,,,,,,,Need to be able to mark a patient record as not to be used because it was created in error.,,,,,,,,,,true,,,,,,,,,,,
79,ARS|s_CareConnect-GPC-Patient-1,Patient.name,Patient.name,A name associated with the patient,A name associated with the individual. There will only be one name with the value of 'official'.,,0,*,0..*,Patient.name,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'v2', 'rim', 'cda']","['n/a', 'XPN', 'EN (actually, PN)', 'ProviderName', 'PID-5, PID-9', 'name', '.patient.name']","A patient may have multiple names with different uses or applicable periods. For animals, the name is a ""HumanName"" in the sense that is assigned and used by humans and has the same patterns.",HumanName,ele-1,,true,,,,,,,,,value,use,,openAtEnd,,,false,Need to be able to track the patient by multiple names. Examples are your official name and a partner name.,,,,,,,,,,,,,,,,,,,,,
80,ARS|s_CareConnect-GPC-Patient-1,Patient.name.id,Patient.name.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
81,ARS|s_CareConnect-GPC-Patient-1,Patient.name.extension,Patient.name.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
82,ARS|s_CareConnect-GPC-Patient-1,Patient.name.use,Patient.name.use,usual | official | temp | nickname | anonymous | old | maiden,Identifies the purpose for this name.,,0,1,0..1,HumanName.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.7, but often indicated by which field contains the name', 'unique(./use)', './NamePurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old name etc.for a current/permanent one. Applications can assume that a name is current unless it explicitly says that it is temporary or old.",code,ele-1,,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,NameUse,,required,The use of a human name,http://hl7.org/fhir/ValueSet/name-use,,,,,,,,Allows the appropriate name for a particular context of use to be selected from among a set of names.,,,,,,,,,,,,,,,,,,,,,
83,ARS|s_CareConnect-GPC-Patient-1,Patient.name.text,Patient.name.text,Text representation of the full name,A full text representation of the name.,,0,1,0..1,HumanName.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'implied by XPN.11', './formatted']",Can provide both a text representation and structured parts.,string,ele-1,,true,,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,,,,,,,,,,,,,,,,,,
84,ARS|s_CareConnect-GPC-Patient-1,Patient.name.family,Patient.name.family,Family name (often called 'Surname'),The part of a name that links to the genealogy. In some cultures (e.g. Eritrea) the family name of a son is the first name of his father.,surname,0,1,0..1,HumanName.family,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.1/FN.1', './part[partType = FAM]', './FamilyName']","Family Name may be decomposed into specific parts using extensions (de, nl, es related cultures).",string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ARS|s_CareConnect-GPC-Patient-1,Patient.name.given,Patient.name.given,Given names (not always 'first'). Includes middle names,Given name.,"['first name', 'middle name']",0,*,0..*,HumanName.given,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.2 + XPN.3', './part[partType = GIV]', './GivenNames']","If only initials are recorded, they may be used in place of the full name.  Not called ""first name"" since given names do not always come first.",string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Given Names appear in the correct order for presenting the name,,,,,,,,,,
86,ARS|s_CareConnect-GPC-Patient-1,Patient.name.prefix,Patient.name.prefix,Parts that come before the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the start of the name.",,0,*,0..*,HumanName.prefix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.5', './part[partType = PFX]', './TitleCode']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefixes appear in the correct order for presenting the name,,,,,,,,,,
87,ARS|s_CareConnect-GPC-Patient-1,Patient.name.suffix,Patient.name.suffix,Parts that come after the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the end of the name.",,0,*,0..*,HumanName.suffix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XPN/4', './part[partType = SFX]']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffixes appear in the correct order for presenting the name,,,,,,,,,,
88,ARS|s_CareConnect-GPC-Patient-1,Patient.name.period,Patient.name.period,Time period when name was/is in use,Indicates the period of time when this name was valid for the named person.,,0,1,0..1,HumanName.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'XPN.13 + XPN.14', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,,true,,,,,,,,,,,,,,,,Allows names to be placed in historical context.,,,,,,,,,,,,,,,,,,,,,
89,ARS|s_CareConnect-GPC-Patient-1,Patient.name.period.id,Patient.name.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
90,ARS|s_CareConnect-GPC-Patient-1,Patient.name.period.extension,Patient.name.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
91,ARS|s_CareConnect-GPC-Patient-1,Patient.name.period.start,Patient.name.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ARS|s_CareConnect-GPC-Patient-1,Patient.name.period.end,Patient.name.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",,true,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,,,,,,,
93,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official,Patient.name,A name associated with the patient. There will only be one name with the value of 'official'.,A name associated with the individual.,,1,1,1..1,Patient.name,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'v2', 'rim', 'cda']","['n/a', 'XPN', 'EN (actually, PN)', 'ProviderName', 'PID-5, PID-9', 'name', '.patient.name']","A patient may have multiple names with different uses or applicable periods. For animals, the name is a ""HumanName"" in the sense that is assigned and used by humans and has the same patterns.",HumanName,ele-1,,true,,,,,,,,,,,,,official,,,Need to be able to track the patient by multiple names. Examples are your official name and a partner name.,,,,,,,,,,,,,,,,,,,,,
94,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.id,Patient.name.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
95,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.extension,Patient.name.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
96,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.use,Patient.name.use,usual | official | temp | nickname | anonymous | old | maiden,Identifies the purpose for this name.,,1,1,1..1,HumanName.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.7, but often indicated by which field contains the name', 'unique(./use)', './NamePurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old name etc.for a current/permanent one. Applications can assume that a name is current unless it explicitly says that it is temporary or old.",code,ele-1,,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,NameUse,,required,The use of a human name,https://fhir.nhs.uk/STU3/ValueSet/CareConnect-NameUse-1,,,,,,,,Allows the appropriate name for a particular context of use to be selected from among a set of names.,,,,,,,,,,,,official,,,,,,,,,
97,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.text,Patient.name.text,Text representation of the full name,A full text representation of the name.,,0,1,0..1,HumanName.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'implied by XPN.11', './formatted']",Can provide both a text representation and structured parts.,string,ele-1,,true,,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,,,,,,,,,,,,,,,,,,
98,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.family,Patient.name.family,Family name (often called 'Surname'),The part of a name that links to the genealogy. In some cultures (e.g. Eritrea) the family name of a son is the first name of his father.,surname,1,1,1..1,HumanName.family,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.1/FN.1', './part[partType = FAM]', './FamilyName']","Family Name may be decomposed into specific parts using extensions (de, nl, es related cultures).",string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.given,Patient.name.given,Given names (not always 'first'). Includes middle names,Given name.,"['first name', 'middle name']",0,*,0..*,HumanName.given,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.2 + XPN.3', './part[partType = GIV]', './GivenNames']","If only initials are recorded, they may be used in place of the full name.  Not called ""first name"" since given names do not always come first.",string,ele-1,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Given Names appear in the correct order for presenting the name,,,,,,,,,,
100,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.prefix,Patient.name.prefix,Parts that come before the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the start of the name.",,0,*,0..*,HumanName.prefix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.5', './part[partType = PFX]', './TitleCode']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefixes appear in the correct order for presenting the name,,,,,,,,,,
101,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.suffix,Patient.name.suffix,Parts that come after the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the end of the name.",,0,*,0..*,HumanName.suffix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XPN/4', './part[partType = SFX]']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffixes appear in the correct order for presenting the name,,,,,,,,,,
102,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.period,Patient.name.period,Time period when name was/is in use,Indicates the period of time when this name was valid for the named person.,,0,1,0..1,HumanName.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'XPN.13 + XPN.14', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,,true,,,,,,,,,,,,,,,,Allows names to be placed in historical context.,,,,,,,,,,,,,,,,,,,,,
103,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.period.id,Patient.name.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
104,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.period.extension,Patient.name.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
105,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.period.start,Patient.name.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ARS|s_CareConnect-GPC-Patient-1,Patient.name:official.period.end,Patient.name.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",,true,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,,,,,,,
107,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom,Patient.telecom,A contact detail for the individual,A contact detail (e.g. a telephone number or an email address) by which the individual may be contacted.,,0,*,0..*,Patient.telecom,0,*,"['ele-1', 'cpt-2']","['error', 'error']","['All FHIR elements must have a @value or children', 'A system is required if a value is provided.']","['hasValue() | (children().count() > id.count())', 'value.empty() or system.exists()']","['@value|f:*|h:div', 'not(exists(f:value)) or exists(f:system)']","['rim', 'v2', 'rim', 'servd', 'v2', 'rim', 'cda']","['n/a', 'XTN', 'TEL', 'ContactPoint', 'PID-13, PID-14, PID-40', 'telecom', '.telecom']","A Patient may have multiple ways to be contacted with different uses or applicable periods.  May need to have options for contacting the person urgently and also to help with identification. The address may not go directly to the individual, but may reach another party that is able to proxy for the patient (i.e. home phone, or pet owner's phone).",ContactPoint,ele-1,,true,,,,,,,,,,,,,,,,"People have (primary) ways to contact them in some way such as phone, email.",,,,,,,,,,,,,,,,,,,,,
108,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.id,Patient.telecom.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
109,ARS|s_CareConnect-GPC-Patient-1,Patient.telecom.extension,Patient.telecom.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
